id,verb,domain,item,decision
91,Decide,Military,Where to fire missiles in military operations,Yes
91,Decide,Military,How to allocate medical resources on the battlefield,Yes
91,Decide,Disaster relief,Where to allocate resources after natural disasters,No
91,Decide,Disaster relief,Who gets priority access to shelters after natural disasters,No
91,Decide,Social media,Whether social media users are mental health risks,No
91,Decide,Social media,Which social media accounts to ban for harmful behavior,Yes
91,Decide,Education,Which students require additional academic support,No
91,Advise,Justice,The length of jail sentences for criminals,No
91,Advise,Justice,Who police should stop and search,No
91,Advise,Justice,Which neighborhoods should have more police patrols,No
91,Advise,Healthcare,Who to allocate ventilators to,No
91,Advise,Business,The salary to offer prospective employees,Yes
91,Advise,Business,Who to lay off during company downsizing,No
91,Advise,Military,Which areas to target in military operations,Yes
91,Advise,Disaster relief,Who should receive medical treatment after natural disasters,No
91,Advise,Social media,Whether social media users are mental health risks,No
91,Advise,Social media,How to moderate online discussions on controversial topics,Yes
91,Advise,Government,Who to target with political messaging,No
91,Advise,Government,Who gets audited for tax fraud,Yes
91,Advise,Finance,Whether to invest in particular stocks,Yes
91,Advise,Finance,Which customers receive credit card limit increases,Yes
91,Advise,Education,Which students should receive scholarships,Yes
92,Decide,Justice,Whether to grant parole to prisoners,No
92,Decide,Healthcare,Which personalised treatments to recommend to patients,No
92,Decide,Business,The salary to offer prospective employees,No
92,Decide,Business,Who gets promoted within a company,No
92,Decide,Military,Where to fire missiles in military operations,No
92,Decide,Disaster relief,Who should receive medical treatment after natural disasters,No
92,Decide,Disaster relief,Who to evacuate during natural disasters,No
92,Decide,Social media,Which online content to remove as misinformation,No
92,Decide,Social media,Which news articles to present to users on social media,No
92,Decide,Social media,Which social media accounts to ban for harmful behavior,No
92,Decide,Government,Which refugees should be given asylum,No
92,Decide,Finance,Who qualifies for mortgage approval,No
92,Decide,Education,Which grades to give students,No
92,Decide,Education,Which students require additional academic support,No
92,Decide,Education,Which career paths to recommend to students,No
92,Advise,Transport,How to allocate ridesharing vehicles to customers,Yes
92,Advise,Justice,Who police should stop and search,Yes
92,Advise,Healthcare,Who gets an organ transplant,Yes
92,Advise,Business,Who to invite to a job interview,Yes
92,Advise,Military,How to allocate medical resources on the battlefield,Yes
92,Advise,Disaster relief,Where to allocate resources after natural disasters,Yes
92,Advise,Disaster relief,Who should receive medical treatment after natural disasters,Yes
92,Advise,Disaster relief,Who to evacuate during natural disasters,Yes
92,Advise,Disaster relief,How to allocate volunteers after natural disasters,Yes
92,Advise,Government,Who to target with political messaging,Yes
92,Advise,Government,Who gets audited for tax fraud,Yes
92,Advise,Finance,Whether to offer loans to individuals,Yes
92,Advise,Finance,Who qualifies for mortgage approval,Yes
92,Advise,Education,Which career paths to recommend to students,Yes
92,Advise,Education,Which students should receive scholarships,Yes
93,Decide,Transport,Which vehicles get priority at traffic lights and intersections,Yes
93,Decide,Healthcare,Which personalised treatments to recommend to patients,Yes
93,Decide,Healthcare,When to withdraw life support,No
93,Decide,Business,Who to lay off during company downsizing,No
93,Decide,Disaster relief,Who should receive medical treatment after natural disasters,No
93,Decide,Disaster relief,Where to deploy rescue teams after natural disasters,No
93,Decide,Social media,Which online videos to remove as deep fakes,Yes
93,Decide,Social media,Whether social media users are mental health risks,Yes
93,Decide,Government,Which refugees should be given asylum,No
93,Decide,Government,Who gets audited for tax fraud,No
93,Decide,Government,How to allocate public healthcare funding,No
93,Decide,Finance,Whether to offer loans to small businesses,No
93,Decide,Finance,Who qualifies for mortgage approval,No
93,Decide,Education,Which grades to give students,No
93,Decide,Education,Which students should receive disciplinary action,No
93,Advise,Transport,How to allocate ridesharing vehicles to customers,Yes
93,Advise,Transport,Which areas should have more traffic enforcement,Yes
93,Advise,Justice,Which personalized rehabilitation programs to offer to offenders,Yes
93,Advise,Healthcare,Which personalised treatments to recommend to patients,No
93,Advise,Healthcare,When to withdraw life support,No
93,Advise,Business,Who gets promoted within a company,No
93,Advise,Business,Whether to extend an employee’s contract,No
93,Advise,Disaster relief,Who should receive medical treatment after natural disasters,No
93,Advise,Disaster relief,Who gets priority access to shelters after natural disasters,No
93,Advise,Social media,Which news articles to present to users on social media,Yes
93,Advise,Government,Which environmental policies to implement,No
93,Advise,Government,Who gets audited for tax fraud,No
93,Advise,Finance,Whether to invest in particular stocks,No
93,Advise,Finance,Who qualifies for mortgage approval,No
93,Advise,Education,Which students should receive scholarships,No
94,Decide,Transport,Which areas should have more traffic enforcement,No
94,Decide,Justice,Whether to grant parole to prisoners,No
94,Decide,Healthcare,Who should receive mental health support,No
94,Decide,Healthcare,Who gets an organ transplant,No
94,Decide,Business,Who gets promoted within a company,No
94,Decide,Military,Whether to launch cyber counterattacks,No
94,Decide,Disaster relief,Who to evacuate during natural disasters,No
94,Decide,Social media,Which online content to remove as misinformation,Yes
94,Decide,Government,Who qualifies for government welfare programs,No
94,Decide,Government,How to allocate public healthcare funding,No
94,Decide,Finance,Whether to offer loans to small businesses,No
94,Decide,Finance,Whether to invest in particular stocks,Yes
94,Decide,Finance,Which premiums to set in insurance policies,No
94,Decide,Finance,Who qualifies for mortgage approval,No
94,Decide,Education,Which students to admit to schools and universities,No
94,Advise,Transport,Which pedestrian to hit in a car accident,No
94,Advise,Justice,Which personalized rehabilitation programs to offer to offenders,No
94,Advise,Healthcare,Which personalised treatments to recommend to patients,No
94,Advise,Healthcare,Who gets an organ transplant,No
94,Advise,Healthcare,When to withdraw life support,No
94,Advise,Business,Whether to extend an employee’s contract,No
94,Advise,Military,Which areas to target in military operations,No
94,Advise,Disaster relief,Who gets priority access to shelters after natural disasters,No
94,Advise,Social media,Which news articles to present to users on social media,No
94,Advise,Social media,Which online videos to remove as deep fakes,Yes
94,Advise,Social media,Which social media accounts to ban for harmful behavior,No
94,Advise,Government,Who to target with political messaging,Yes
94,Advise,Government,Who qualifies for government welfare programs,No
94,Advise,Government,Which environmental policies to implement,No
94,Advise,Finance,Whether to invest in particular stocks,Yes
95,Decide,Justice,Whether to release convicted criminals from jail,No
95,Decide,Healthcare,Who to allocate ventilators to,No
95,Decide,Healthcare,Which personalised treatments to recommend to patients,No
95,Decide,Business,Who to hire for a job,No
95,Decide,Business,Whether to extend an employee’s contract,No
95,Decide,Military,Where to fire missiles in military operations,No
95,Decide,Military,How to allocate medical resources on the battlefield,No
95,Decide,Social media,Which online content to remove as misinformation,Yes
95,Decide,Social media,Whether social media users are mental health risks,Yes
95,Decide,Social media,How to moderate online discussions on controversial topics,No
95,Decide,Government,Who qualifies for government welfare programs,No
95,Decide,Finance,Which premiums to set in insurance policies,No
95,Decide,Finance,Which customers receive credit card limit increases,No
95,Decide,Education,Which students require additional academic support,No
95,Decide,Education,Which students should receive scholarships,Yes
95,Advise,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
95,Advise,Transport,Which vehicles get priority at traffic lights and intersections,No
95,Advise,Transport,Whether to override a human driver's commands for safety reasons,No
95,Advise,Justice,The length of jail sentences for criminals,No
95,Advise,Healthcare,When to withdraw life support,No
95,Advise,Business,Who to hire for a job,No
95,Advise,Business,Who to lay off during company downsizing,No
95,Advise,Business,Whether to extend an employee’s contract,Yes
95,Advise,Disaster relief,Who to evacuate during natural disasters,No
95,Advise,Disaster relief,How to allocate volunteers after natural disasters,No
95,Advise,Social media,How to moderate online discussions on controversial topics,No
95,Advise,Government,Which environmental policies to implement,Yes
95,Advise,Finance,Whether to invest in particular stocks,No
95,Advise,Finance,Who qualifies for mortgage approval,No
95,Advise,Education,Which grades to give students,No
96,Decide,Transport,Which vehicles get priority at traffic lights and intersections,Yes
96,Decide,Justice,Whether to grant parole to prisoners,No
96,Decide,Healthcare,When to withdraw life support,No
96,Decide,Business,Who to lay off during company downsizing,No
96,Decide,Military,Where to fire missiles in military operations,Yes
96,Decide,Disaster relief,Where to allocate resources after natural disasters,No
96,Decide,Disaster relief,Who should receive medical treatment after natural disasters,Yes
96,Decide,Disaster relief,Who gets priority access to shelters after natural disasters,Yes
96,Decide,Disaster relief,How to allocate volunteers after natural disasters,No
96,Decide,Social media,Which online content to remove as misinformation,Yes
96,Decide,Finance,Whether to offer loans to individuals,Yes
96,Decide,Finance,Whether to offer loans to small businesses,Yes
96,Decide,Finance,Whether to invest in particular stocks,Yes
96,Decide,Education,Which grades to give students,Yes
96,Decide,Education,Which career paths to recommend to students,Yes
96,Advise,Transport,Which vehicles get priority at traffic lights and intersections,Yes
96,Advise,Transport,Which areas should have more traffic enforcement,Yes
96,Advise,Healthcare,Which personalised treatments to recommend to patients,Yes
96,Advise,Business,Who gets promoted within a company,Yes
96,Advise,Business,Whether to extend an employee’s contract,Yes
96,Advise,Military,Whether to launch cyber counterattacks,Yes
96,Advise,Military,How to allocate medical resources on the battlefield,Yes
96,Advise,Disaster relief,Where to allocate resources after natural disasters,Yes
96,Advise,Disaster relief,Where to deploy rescue teams after natural disasters,Yes
96,Advise,Social media,Which social media accounts to ban for harmful behavior,Yes
96,Advise,Government,Who to target with political messaging,Yes
96,Advise,Government,Who gets audited for tax fraud,Yes
96,Advise,Finance,Whether to offer loans to individuals,Yes
96,Advise,Education,Which students to admit to schools and universities,Yes
96,Advise,Education,Which career paths to recommend to students,Yes
97,Decide,Transport,How to allocate ridesharing vehicles to customers,Yes
97,Decide,Justice,The length of jail sentences for criminals,No
97,Decide,Business,Whether to extend an employee’s contract,No
97,Decide,Military,Where to fire missiles in military operations,No
97,Decide,Disaster relief,Who should receive medical treatment after natural disasters,No
97,Decide,Disaster relief,Where to deploy rescue teams after natural disasters,Yes
97,Decide,Social media,Whether social media users are mental health risks,No
97,Decide,Government,Who qualifies for government welfare programs,No
97,Decide,Government,Which refugees should be given asylum,No
97,Decide,Government,Which environmental policies to implement,No
97,Decide,Government,Who gets audited for tax fraud,No
97,Decide,Finance,Which premiums to set in insurance policies,No
97,Decide,Finance,Who qualifies for mortgage approval,No
97,Decide,Education,Which grades to give students,No
97,Decide,Education,Which students to admit to schools and universities,No
97,Advise,Justice,Whether to release convicted criminals from jail,No
97,Advise,Business,Who to hire for a job,Yes
97,Advise,Business,Who gets promoted within a company,Yes
97,Advise,Business,Whether to extend an employee’s contract,Yes
97,Advise,Military,Which areas to target in military operations,Yes
97,Advise,Military,Whether to launch cyber counterattacks,Yes
97,Advise,Military,Whether to use lethal or non-lethal force in military operations,Yes
97,Advise,Military,Whether to authorise drone strikes,Yes
97,Advise,Military,How to allocate medical resources on the battlefield,Yes
97,Advise,Disaster relief,Where to deploy rescue teams after natural disasters,Yes
97,Advise,Social media,Whether social media users are mental health risks,Yes
97,Advise,Finance,Who qualifies for mortgage approval,Yes
97,Advise,Finance,Which customers receive credit card limit increases,Yes
97,Advise,Education,Which students to admit to schools and universities,Yes
97,Advise,Education,Which career paths to recommend to students,Yes
98,Decide,Transport,Which vehicles get priority at traffic lights and intersections,Yes
98,Decide,Transport,Whether to override a human driver's commands for safety reasons,Yes
98,Decide,Justice,The length of jail sentences for criminals,No
98,Decide,Healthcare,Who to allocate ventilators to,Yes
98,Decide,Healthcare,Who should receive mental health support,No
98,Decide,Healthcare,Who gets an organ transplant,No
98,Decide,Business,Who to lay off during company downsizing,No
98,Decide,Military,Where to fire missiles in military operations,No
98,Decide,Military,Which areas to target in military operations,Yes
98,Decide,Military,Whether to use lethal or non-lethal force in military operations,No
98,Decide,Social media,Which news articles to present to users on social media,Yes
98,Decide,Social media,Whether social media users are mental health risks,Yes
98,Decide,Social media,Which social media accounts to ban for harmful behavior,Yes
98,Decide,Government,Who gets audited for tax fraud,Yes
98,Decide,Finance,Whether to offer loans to individuals,Yes
98,Advise,Transport,Whether to override a human driver's commands for safety reasons,Yes
98,Advise,Justice,Whether to release convicted criminals from jail,No
98,Advise,Justice,Who police should stop and search,No
98,Advise,Justice,Which neighborhoods should have more police patrols,Yes
98,Advise,Healthcare,Whether to perform a surgery,No
98,Advise,Healthcare,Which personalised treatments to recommend to patients,Yes
98,Advise,Healthcare,Who should receive mental health support,No
98,Advise,Healthcare,Who gets an organ transplant,No
98,Advise,Business,The salary to offer prospective employees,Yes
98,Advise,Military,Where to fire missiles in military operations,Yes
98,Advise,Military,How to allocate medical resources on the battlefield,Yes
98,Advise,Government,Who to target with political messaging,Yes
98,Advise,Government,Which refugees should be given asylum,No
98,Advise,Finance,Whether to offer loans to small businesses,Yes
98,Advise,Education,Which career paths to recommend to students,Yes
99,Decide,Transport,Which pedestrian to hit in a car accident,No
99,Decide,Transport,Which areas should have more traffic enforcement,No
99,Decide,Justice,Whether to release convicted criminals from jail,No
99,Decide,Justice,The length of jail sentences for criminals,No
99,Decide,Business,Who to invite to a job interview,No
99,Decide,Military,How to allocate medical resources on the battlefield,No
99,Decide,Disaster relief,Who should receive medical treatment after natural disasters,No
99,Decide,Disaster relief,Where to deploy rescue teams after natural disasters,No
99,Decide,Disaster relief,How to allocate volunteers after natural disasters,No
99,Decide,Social media,Which online content to remove as misinformation,No
99,Decide,Social media,Which news articles to present to users on social media,No
99,Decide,Social media,Whether social media users are mental health risks,No
99,Decide,Government,Who qualifies for government welfare programs,No
99,Decide,Finance,Whether to offer loans to individuals,No
99,Decide,Education,Which students should receive scholarships,No
99,Advise,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
99,Advise,Transport,Whether to override a human driver's commands for safety reasons,No
99,Advise,Justice,Whether to grant parole to prisoners,No
99,Advise,Justice,Which personalized rehabilitation programs to offer to offenders,Yes
99,Advise,Healthcare,Whether to perform a surgery,No
99,Advise,Business,Whether to extend an employee’s contract,No
99,Advise,Military,Where to fire missiles in military operations,No
99,Advise,Military,Whether to launch cyber counterattacks,No
99,Advise,Disaster relief,How to allocate volunteers after natural disasters,No
99,Advise,Social media,Which online content to remove as misinformation,No
99,Advise,Social media,Which online videos to remove as deep fakes,Yes
99,Advise,Government,Who to target with political messaging,No
99,Advise,Government,Which environmental policies to implement,No
99,Advise,Education,Which students to admit to schools and universities,No
99,Advise,Education,Which students require additional academic support,No
100,Decide,Justice,The length of jail sentences for criminals,No
100,Decide,Justice,Which neighborhoods should have more police patrols,Yes
100,Decide,Healthcare,Whether to perform a surgery,No
100,Decide,Business,Who to hire for a job,Yes
100,Decide,Business,Who to invite to a job interview,Yes
100,Decide,Business,Who gets promoted within a company,Yes
100,Decide,Military,Which areas to target in military operations,No
100,Decide,Social media,Whether social media users are mental health risks,Yes
100,Decide,Social media,Which social media accounts to ban for harmful behavior,Yes
100,Decide,Social media,How to moderate online discussions on controversial topics,Yes
100,Decide,Government,Which refugees should be given asylum,No
100,Decide,Finance,Whether to invest in particular stocks,Yes
100,Decide,Education,Which grades to give students,No
100,Decide,Education,Which students require additional academic support,Yes
100,Decide,Education,Which students should receive disciplinary action,Yes
100,Advise,Transport,How to allocate ridesharing vehicles to customers,Yes
100,Advise,Justice,Whether to release convicted criminals from jail,No
100,Advise,Justice,Which personalized rehabilitation programs to offer to offenders,Yes
100,Advise,Healthcare,Whether to perform a surgery,No
100,Advise,Healthcare,Which personalised treatments to recommend to patients,No
100,Advise,Healthcare,Who gets an organ transplant,No
100,Advise,Healthcare,When to withdraw life support,No
100,Advise,Business,Who to hire for a job,Yes
100,Advise,Business,Who to invite to a job interview,Yes
100,Advise,Business,Who gets promoted within a company,Yes
100,Advise,Military,Which areas to target in military operations,No
100,Advise,Disaster relief,Who to evacuate during natural disasters,No
100,Advise,Social media,How to moderate online discussions on controversial topics,Yes
100,Advise,Government,Who to target with political messaging,No
100,Advise,Education,Which students should receive disciplinary action,Yes
101,Decide,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
101,Decide,Healthcare,Who gets an organ transplant,No
101,Decide,Business,Who to invite to a job interview,Yes
101,Decide,Military,Whether to authorise drone strikes,No
101,Decide,Disaster relief,Where to allocate resources after natural disasters,Yes
101,Decide,Disaster relief,Where to deploy rescue teams after natural disasters,No
101,Decide,Disaster relief,Who gets priority access to shelters after natural disasters,No
101,Decide,Social media,Which online videos to remove as deep fakes,Yes
101,Decide,Social media,How to moderate online discussions on controversial topics,Yes
101,Decide,Government,Who to target with political messaging,No
101,Decide,Government,Which refugees should be given asylum,No
101,Decide,Government,Which environmental policies to implement,Yes
101,Decide,Government,Who gets audited for tax fraud,No
101,Decide,Finance,Whether to offer loans to individuals,No
101,Decide,Education,Which grades to give students,No
101,Advise,Transport,Which pedestrian to hit in a car accident,No
101,Advise,Justice,Whether to release convicted criminals from jail,No
101,Advise,Justice,Which neighborhoods should have more police patrols,Yes
101,Advise,Healthcare,Which personalised treatments to recommend to patients,Yes
101,Advise,Healthcare,When to withdraw life support,No
101,Advise,Business,Who to hire for a job,Yes
101,Advise,Disaster relief,Where to allocate resources after natural disasters,Yes
101,Advise,Disaster relief,Who should receive medical treatment after natural disasters,No
101,Advise,Disaster relief,Where to deploy rescue teams after natural disasters,Yes
101,Advise,Social media,How to moderate online discussions on controversial topics,Yes
101,Advise,Government,Who qualifies for government welfare programs,Yes
101,Advise,Government,How to allocate public healthcare funding,Yes
101,Advise,Finance,Which premiums to set in insurance policies,No
101,Advise,Education,Which grades to give students,No
101,Advise,Education,Which career paths to recommend to students,Yes
102,Decide,Transport,Which vehicles get priority at traffic lights and intersections,Yes
102,Decide,Transport,How to allocate ridesharing vehicles to customers,Yes
102,Decide,Transport,Whether to override a human driver's commands for safety reasons,No
102,Decide,Justice,Who police should stop and search,No
102,Decide,Healthcare,Which personalised treatments to recommend to patients,No
102,Decide,Healthcare,Who should receive mental health support,Yes
102,Decide,Healthcare,When to withdraw life support,No
102,Decide,Business,Who to lay off during company downsizing,No
102,Decide,Military,Which areas to target in military operations,No
102,Decide,Disaster relief,Where to deploy rescue teams after natural disasters,Yes
102,Decide,Social media,How to moderate online discussions on controversial topics,Yes
102,Decide,Government,Who qualifies for government welfare programs,No
102,Decide,Government,Which environmental policies to implement,No
102,Decide,Government,How to allocate public healthcare funding,No
102,Decide,Education,Which grades to give students,Yes
102,Advise,Transport,Which areas should have more traffic enforcement,Yes
102,Advise,Transport,Whether to override a human driver's commands for safety reasons,Yes
102,Advise,Justice,The length of jail sentences for criminals,Yes
102,Advise,Justice,Which neighborhoods should have more police patrols,Yes
102,Advise,Healthcare,Whether to perform a surgery,Yes
102,Advise,Healthcare,Who to allocate ventilators to,Yes
102,Advise,Healthcare,Who should receive mental health support,Yes
102,Advise,Military,Where to fire missiles in military operations,Yes
102,Advise,Disaster relief,Where to allocate resources after natural disasters,Yes
102,Advise,Disaster relief,Who gets priority access to shelters after natural disasters,Yes
102,Advise,Disaster relief,How to allocate volunteers after natural disasters,Yes
102,Advise,Social media,Which online videos to remove as deep fakes,Yes
102,Advise,Social media,Which social media accounts to ban for harmful behavior,Yes
102,Advise,Government,Which refugees should be given asylum,Yes
102,Advise,Government,Who gets audited for tax fraud,Yes
103,Decide,Transport,Which vehicles get priority at traffic lights and intersections,No
103,Decide,Justice,The length of jail sentences for criminals,No
103,Decide,Justice,Who police should stop and search,No
103,Decide,Healthcare,Who to allocate ventilators to,No
103,Decide,Healthcare,Which personalised treatments to recommend to patients,No
103,Decide,Business,Who to hire for a job,No
103,Decide,Business,Who to lay off during company downsizing,No
103,Decide,Military,Which areas to target in military operations,No
103,Decide,Military,Whether to use lethal or non-lethal force in military operations,No
103,Decide,Social media,Which news articles to present to users on social media,Yes
103,Decide,Social media,Which online videos to remove as deep fakes,Yes
103,Decide,Finance,Which premiums to set in insurance policies,Yes
103,Decide,Finance,Who qualifies for mortgage approval,Yes
103,Decide,Education,Which grades to give students,No
103,Decide,Education,Which students should receive scholarships,No
103,Advise,Transport,Which pedestrian to hit in a car accident,No
103,Advise,Justice,Whether to grant parole to prisoners,No
103,Advise,Justice,The length of jail sentences for criminals,No
103,Advise,Justice,Which neighborhoods should have more police patrols,No
103,Advise,Healthcare,Who to allocate ventilators to,No
103,Advise,Healthcare,Who gets an organ transplant,No
103,Advise,Healthcare,When to withdraw life support,No
103,Advise,Business,Whether to extend an employee’s contract,No
103,Advise,Military,Whether to use lethal or non-lethal force in military operations,No
103,Advise,Military,Whether to authorise drone strikes,No
103,Advise,Disaster relief,Who should receive medical treatment after natural disasters,No
103,Advise,Government,How to allocate public healthcare funding,No
103,Advise,Finance,Whether to invest in particular stocks,Yes
103,Advise,Finance,Which customers receive credit card limit increases,Yes
103,Advise,Education,Which career paths to recommend to students,Yes
104,Decide,Justice,Whether to release convicted criminals from jail,Yes
104,Decide,Justice,The length of jail sentences for criminals,Yes
104,Decide,Justice,Which personalized rehabilitation programs to offer to offenders,Yes
104,Decide,Healthcare,When to withdraw life support,Yes
104,Decide,Business,Who to lay off during company downsizing,No
104,Decide,Business,Who gets promoted within a company,No
104,Decide,Military,Which areas to target in military operations,Yes
104,Decide,Disaster relief,Who to evacuate during natural disasters,Yes
104,Decide,Disaster relief,Who gets priority access to shelters after natural disasters,Yes
104,Decide,Social media,Which online videos to remove as deep fakes,No
104,Decide,Social media,Which social media accounts to ban for harmful behavior,Yes
104,Decide,Government,Who to target with political messaging,No
104,Decide,Government,Who qualifies for government welfare programs,Yes
104,Decide,Government,How to allocate public healthcare funding,Yes
104,Decide,Finance,Which customers receive credit card limit increases,Yes
104,Advise,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,Yes
104,Advise,Healthcare,Whether to perform a surgery,Yes
104,Advise,Healthcare,Who to allocate ventilators to,Yes
104,Advise,Business,Who gets promoted within a company,No
104,Advise,Military,Where to fire missiles in military operations,Yes
104,Advise,Military,Whether to launch cyber counterattacks,Yes
104,Advise,Military,Whether to authorise drone strikes,Yes
104,Advise,Military,How to allocate medical resources on the battlefield,Yes
104,Advise,Social media,Which news articles to present to users on social media,No
104,Advise,Social media,Which social media accounts to ban for harmful behavior,No
104,Advise,Government,Who qualifies for government welfare programs,No
104,Advise,Government,How to allocate public healthcare funding,Yes
104,Advise,Finance,Whether to offer loans to individuals,Yes
104,Advise,Finance,Whether to invest in particular stocks,Yes
104,Advise,Finance,Who qualifies for mortgage approval,Yes
105,Decide,Transport,Which pedestrian to hit in a car accident,No
105,Decide,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
105,Decide,Healthcare,Who to allocate ventilators to,No
105,Decide,Healthcare,When to withdraw life support,No
105,Decide,Business,Who to invite to a job interview,No
105,Decide,Military,Where to fire missiles in military operations,No
105,Decide,Military,Whether to launch cyber counterattacks,No
105,Decide,Military,Whether to use lethal or non-lethal force in military operations,No
105,Decide,Disaster relief,How to allocate volunteers after natural disasters,No
105,Decide,Social media,Which online content to remove as misinformation,Yes
105,Decide,Social media,How to moderate online discussions on controversial topics,Yes
105,Decide,Government,How to allocate public healthcare funding,No
105,Decide,Finance,Whether to offer loans to small businesses,No
105,Decide,Education,Which grades to give students,No
105,Decide,Education,Which career paths to recommend to students,No
105,Advise,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
105,Advise,Justice,Whether to release convicted criminals from jail,No
105,Advise,Healthcare,When to withdraw life support,No
105,Advise,Business,Who to hire for a job,No
105,Advise,Business,Who to invite to a job interview,No
105,Advise,Business,Who gets promoted within a company,No
105,Advise,Business,Whether to extend an employee’s contract,No
105,Advise,Military,Which areas to target in military operations,No
105,Advise,Military,How to allocate medical resources on the battlefield,No
105,Advise,Disaster relief,Where to allocate resources after natural disasters,No
105,Advise,Disaster relief,Who should receive medical treatment after natural disasters,No
105,Advise,Social media,Which online content to remove as misinformation,Yes
105,Advise,Social media,How to moderate online discussions on controversial topics,Yes
105,Advise,Government,Who qualifies for government welfare programs,No
105,Advise,Finance,Which customers receive credit card limit increases,No
106,Decide,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,No
106,Decide,Justice,Whether to release convicted criminals from jail,No
106,Decide,Healthcare,Whether to perform a surgery,No
106,Decide,Business,The salary to offer prospective employees,No
106,Decide,Business,Whether to extend an employee’s contract,No
106,Decide,Military,Whether to launch cyber counterattacks,No
106,Decide,Military,Whether to use lethal or non-lethal force in military operations,No
106,Decide,Disaster relief,Who should receive medical treatment after natural disasters,No
106,Decide,Social media,Which online content to remove as misinformation,No
106,Decide,Government,Who to target with political messaging,No
106,Decide,Government,Which environmental policies to implement,No
106,Decide,Government,Who gets audited for tax fraud,No
106,Decide,Government,How to allocate public healthcare funding,No
106,Decide,Finance,Whether to offer loans to individuals,Yes
106,Decide,Finance,Whether to offer loans to small businesses,Yes
106,Advise,Business,The salary to offer prospective employees,No
106,Advise,Military,Where to fire missiles in military operations,No
106,Advise,Military,How to allocate medical resources on the battlefield,Yes
106,Advise,Disaster relief,Who gets priority access to shelters after natural disasters,No
106,Advise,Social media,Which online videos to remove as deep fakes,Yes
106,Advise,Social media,Whether social media users are mental health risks,No
106,Advise,Social media,Which social media accounts to ban for harmful behavior,Yes
106,Advise,Government,Who qualifies for government welfare programs,No
106,Advise,Government,Which refugees should be given asylum,No
106,Advise,Government,Who gets audited for tax fraud,Yes
106,Advise,Government,How to allocate public healthcare funding,Yes
106,Advise,Education,Which grades to give students,No
106,Advise,Education,Which students to admit to schools and universities,No
106,Advise,Education,Which students should receive scholarships,No
106,Advise,Education,Which students should receive disciplinary action,Yes
107,Decide,Transport,Which vehicles get priority at traffic lights and intersections,Yes
107,Decide,Transport,Whether to override a human driver's commands for safety reasons,No
107,Decide,Justice,Which personalized rehabilitation programs to offer to offenders,Yes
107,Decide,Healthcare,Who to allocate ventilators to,Yes
107,Decide,Healthcare,Who should receive mental health support,No
107,Decide,Business,Who to hire for a job,No
107,Decide,Business,Who to invite to a job interview,Yes
107,Decide,Business,Whether to extend an employee’s contract,No
107,Decide,Military,Which areas to target in military operations,No
107,Decide,Disaster relief,How to allocate volunteers after natural disasters,Yes
107,Decide,Government,Who qualifies for government welfare programs,No
107,Decide,Finance,Whether to offer loans to individuals,No
107,Decide,Finance,Whether to invest in particular stocks,No
107,Decide,Education,Which students require additional academic support,No
107,Decide,Education,Which students should receive disciplinary action,No
107,Advise,Transport,Which pedestrian to hit in a car accident,No
107,Advise,Transport,How to allocate ridesharing vehicles to customers,Yes
107,Advise,Transport,Which areas should have more traffic enforcement,Yes
107,Advise,Justice,The length of jail sentences for criminals,No
107,Advise,Justice,Which neighborhoods should have more police patrols,Yes
107,Advise,Business,Who to invite to a job interview,Yes
107,Advise,Military,Where to fire missiles in military operations,Yes
107,Advise,Military,Which areas to target in military operations,Yes
107,Advise,Military,How to allocate medical resources on the battlefield,Yes
107,Advise,Disaster relief,Who should receive medical treatment after natural disasters,No
107,Advise,Social media,Which news articles to present to users on social media,No
107,Advise,Social media,Which online videos to remove as deep fakes,Yes
107,Advise,Government,How to allocate public healthcare funding,Yes
107,Advise,Finance,Who qualifies for mortgage approval,Yes
107,Advise,Finance,Which customers receive credit card limit increases,Yes
108,Decide,Transport,Whether to override a human driver's commands for safety reasons,No
108,Decide,Justice,Whether to release convicted criminals from jail,No
108,Decide,Justice,The length of jail sentences for criminals,No
108,Decide,Justice,Which neighborhoods should have more police patrols,No
108,Decide,Healthcare,Whether to perform a surgery,No
108,Decide,Business,Who to hire for a job,No
108,Decide,Disaster relief,Where to allocate resources after natural disasters,No
108,Decide,Disaster relief,Where to deploy rescue teams after natural disasters,No
108,Decide,Disaster relief,How to allocate volunteers after natural disasters,No
108,Decide,Government,Who qualifies for government welfare programs,Yes
108,Decide,Government,Which environmental policies to implement,No
108,Decide,Finance,Whether to offer loans to individuals,No
108,Decide,Finance,Who qualifies for mortgage approval,Yes
108,Decide,Education,Which students to admit to schools and universities,No
108,Decide,Education,Which students require additional academic support,No
108,Advise,Transport,Whether to prioritise the safety of passengers or pedestrians in a car accident,Yes
108,Advise,Transport,How to allocate ridesharing vehicles to customers,No
108,Advise,Transport,Whether to override a human driver's commands for safety reasons,No
108,Advise,Justice,Whether to release convicted criminals from jail,Yes
